;yearmonth;code;hour;precipitation;pressure;max_preasure;min_preasure;radiation;temperature;dew_point;max_temperature;min_temperature;max_dew_point;min_dew_point;max_humidity;min_humidity;humidity;wind_direction;wind_gust;wind_speed;year;month
1687;200808;RJ;1150;0.0869809311780081;987.8686864775914;1024.9;821.3;646.4914224137925;20.544371309650536;16.214758861127184;36.0;6.4;22.4;-9.5;81.08388221619528;75.76169718105201;78.51074956420686;-638.036917562724;5.866653612688463;2.749080649868652;2008;8
1688;200808;RN;1150;0.1261909989023051;1005.8293962678376;1015.8;988.6;4354.357649842279;25.942019758507083;18.719375164085072;36.0;17.3;24.2;-9.6;70.75990553660456;65.40073529411765;68.24362680683312;-1305.0428187403993;7.995250896057334;4.383378136200713;2008;8
1689;200808;RO;1150;0.0513197749891821;992.2881003894432;1004.5;941.4;1530.8666666666677;27.14785807009957;18.16906101254866;38.4;15.9;25.3;4.4;67.32842925140632;59.97230636088273;63.67027260926006;-2739.7954545454545;3.5467020023557083;1.348204826368451;2008;8
1690;200808;RS;1150;0.1829507361989207;977.9678533542628;1027.3;868.3;1065.5043261231283;14.239139474689166;10.260446354189517;32.5;-0.9;23.7;-11.0;81.55571635311144;76.36621200824526;79.00929620697215;-44.58424908424909;6.573046394159343;3.3563648711744998;2008;8
1691;200808;SC;1150;0.1206452750352619;944.0128878702404;1027.3;810.7;830.2224489795944;15.468159379407629;11.52407440056416;32.1;-2.2;21.4;-25.3;82.421875;77.39574505649718;80.07864077669903;-311.79200268817203;6.310736823393481;3.0726307335355965;2008;8
1692;200808;SE;1150;0.08758064516129;996.1040860215036;1019.7;969.1;1270.946814814817;22.6213709677419;19.538629283489147;30.2;14.2;27.3;12.7;87.15694050991502;81.47875354107649;84.38855848201642;131.4489247311828;5.550779569892446;2.359865591397852;2008;8
1693;200808;SP;1150;0.0905477555863166;947.3388196048209;1026.0;830.7;1114.5340981516863;20.10400890868603;12.113359402068973;35.2;6.3;21.6;-9.8;68.57219939606951;62.27560770335165;65.445;-691.4494809047089;5.027607113985475;2.172348484848469;2008;8
1694;200808;TO;1150;0.0039668784902753;983.16737630593;994.6;973.8;1671.9429107276808;26.86397072982867;12.404563835933;40.4;12.9;22.7;2.6;50.78644328904294;42.81763912959754;46.73382126348229;28.079718417047182;4.154323127286732;1.5727517812439848;2008;8
1695;200809;AC;1150;0.1241327300150829;988.6659125188534;999.3;979.5;1395.467715458277;25.53589743589745;18.98491704374054;38.7;14.8;26.3;9.0;74.09056603773585;67.6566037735849;70.84841628959276;-631.5909722222223;3.666415094339636;1.4785067873303162;2008;9
1696;200809;AL;1150;0.0378179762577727;1001.0540983606536;1017.9;978.6;1338.2075115207367;24.25859242509892;19.504889768230598;36.5;16.6;24.2;12.5;79.48430873621713;74.0958439355386;76.86630864895422;-1113.296130952381;5.091207237772115;2.3131147540983674;2008;9
1697;200809;AM;1150;0.1623663298342004;1004.8092514470776;1014.1;987.5;1495.1420196042177;26.83101147846567;22.51812027862255;36.4;17.3;27.3;12.6;81.98341511285574;76.1946025515211;79.15854017462965;-401.4334259259259;3.2947482085010176;1.080525851074287;2008;9
1698;200809;AP;1150;0.0621315192743764;1010.3426303854876;1013.5;1005.9;1565.168181818182;26.48095238095237;22.485034013605443;35.4;21.3;25.8;18.1;84.35827664399093;77.98412698412699;81.2063492063492;-694.9145833333333;2.840589569160997;1.006122448979592;2008;9
1699;200809;BA;1150;0.0374486745066774;969.8802861685238;1041.2;870.9;2095.106682289449;24.09929815037412;15.567655039521776;38.5;9.4;26.5;-8.1;66.61934164470838;61.18473942969519;64.01823337140156;57.66944444444445;6.041158595971803;2.746431348157365;2008;9
1700;200809;CE;1150;0.0006785661602006;986.6083800531133;1018.8;914.7;1853.031760238676;27.944770615135027;16.791326154300076;38.8;18.5;27.1;3.2;57.05932703659976;51.538223140495866;54.291045876973;-1778.403818443804;7.471578325704968;3.41247971677238;2008;9
1701;200809;DF;1150;0.116338028169014;887.6109859154933;892.4;883.7;20181.54481792717;23.183943661971828;8.854788732394374;32.6;13.8;17.9;-1.2;47.65915492957746;42.07605633802817;44.790140845070425;-1.1513888888888888;5.184366197183104;2.4011267605633817;2008;9
1702;200809;ES;1150;0.0617442668519804;997.4240444753298;1023.8;902.3;721.1443563260794;21.41780750521195;16.132852675469042;37.1;10.0;21.9;2.1;77.03318276580958;71.7600764419736;74.47046560111188;154.0765625;5.576754690757476;2.544284225156358;2008;9
1703;200809;GO;1150;0.0463180362860191;930.5333763510226;981.1;873.2;1663.0279283216812;24.88332416935044;10.359568095838531;40.4;-8.9;21.9;-10.0;48.9424427480916;42.836641221374045;45.91939431018661;-1259.8634722222223;5.1203415675510815;2.076808721506432;2008;9
1704;200809;MA;1150;0.0185431910014196;994.2532270394228;1012.8;973.5;1710.285832099809;28.21516872338109;18.226165774817005;39.1;15.8;25.6;1.1;62.32579729139362;56.16448230668414;59.252812056350336;40.64718614718615;4.9801966138722245;1.9207928360816968;2008;9
1705;200809;MG;1150;0.0682031103616261;932.372950907437;1001.7;844.0;1410.3538589051705;21.51745101188578;11.496867973016288;38.4;1.7;21.7;-6.9;61.67384145851739;55.678874521457445;58.68992850065608;-99.08159722222224;5.486132812499991;2.358841030680184;2008;9
1706;200809;MS;1150;0.0555613811699498;971.9047561980396;1016.3;918.2;1489.711040540548;22.185149351148056;10.880872302848854;40.6;1.9;24.5;-5.9;56.794302825552826;50.78969594594594;53.76243857493858;-1130.2441323839662;5.760250887931694;2.593177358490568;2008;9
1707;200809;MT;1150;0.0404016025486315;967.094043539126;1004.3;911.2;2429.325884629569;26.25842457126232;14.98089882216638;45.0;9.4;40.8;-7.3;58.57091119802984;52.078342349304485;55.345009179630885;-1369.4942274305556;4.785532429816081;2.106654415320616;2008;9
1708;200809;PA;1150;0.0772619400771285;996.1104642539304;1014.2;928.9;1420.0257228017888;27.350437555621355;21.2642421991086;39.7;18.7;26.6;5.1;74.58962544589774;68.9464179548157;71.81404160475483;-470.3201327433628;4.88225304064077;1.8963957282705453;2008;9
1709;200809;PB;1150;0.0509640437727982;974.9531874240053;1013.3;942.0;1598.8204474829092;24.63557408372408;18.34804585721726;37.6;13.7;28.0;6.5;73.30067743616466;68.53239534479764;70.95257946847316;-1129.0034722222222;7.177724836212027;3.334808493748765;2008;9
1710;200809;PE;1150;0.0151555640389387;957.7051727428876;999.2;919.9;1613.956015433179;23.855907615957225;16.104428326016404;37.4;12.1;23.3;3.2;68.83241076541324;63.45390341668257;66.19545714831075;-2185.434187279152;7.358694407329668;3.6238786027868;2008;9
1711;200809;PI;1150;0.0070274545249124;986.291594170145;1009.1;951.5;3282.9034422061486;28.69191051858562;15.03234662749979;40.6;15.6;25.6;-1.9;50.10789741272173;44.950853010959214;47.53254237288136;-410.3451923076923;6.244797198056723;2.629465597107686;2008;9
1712;200809;PR;1150;0.1208795697460691;950.903499217104;1025.7;876.2;1401.5655647382912;17.551555585812448;10.764303728443894;38.5;-1.9;22.1;-2.5;71.6470548131988;65.61514862285247;68.66805262081658;-139.1992724867725;5.916052577811113;2.7543845315903903;2008;9
1713;200809;RJ;1150;0.1181144656417866;990.029514724949;1024.8;821.5;691.4100749815183;19.78985923319125;15.620753843304286;37.4;2.3;23.0;0.2;81.84960177810706;76.78884978699759;79.39405445452861;22.104166666666668;5.502114860419209;2.5951066027989014;2008;9
1714;200809;RN;1150;0.0158329508949059;1006.088297384123;1016.0;988.9;4917.541691084132;26.926916016521385;18.864293567894485;38.0;19.1;24.6;-3.0;67.37987905442552;62.14843320505772;64.78889499725123;-1279.1613095238097;8.870288350634375;4.956273062730637;2008;9
1715;200809;RO;1150;0.094751477233229;983.4601668404592;1008.8;941.4;1523.9333333333343;26.586339937434857;18.48432394855753;38.9;13.0;25.0;5.7;68.55787278415016;61.98505387556482;65.28293361140076;167.15625;4.040285019117119;1.5488703510601325;2008;9
1716;200809;RS;1150;0.1635627878944407;978.7936372637575;1027.9;871.2;1197.5484716157157;14.186925825476806;9.598197953454653;33.7;-2.5;21.5;-6.9;79.15001131990039;73.84292506225945;76.57248935977542;-79.77891414141415;7.194630554598653;3.700305705059196;2008;9
1717;200809;SC;1150;0.2223965763195431;945.7935092724696;1026.3;811.9;997.7172254649098;14.327086305278137;9.974090584878782;38.2;-2.1;23.4;-26.3;80.56012488849242;75.1471900089206;77.95381185911725;-385.4091599190284;6.660267216642777;3.244052863436118;2008;9
1718;200809;SE;1150;0.0569444444444443;996.2875833333322;1019.7;968.5;1419.4770780856427;23.84280555555556;19.9072777777778;31.9;15.2;28.5;11.7;82.74416666666667;77.38805555555555;80.12972222222223;112.81611111111113;5.981527777777757;2.7049444444444424;2008;9
1719;200809;SP;1150;0.0641385246316647;948.7503992435396;1024.7;831.6;1258.8927177448472;19.78695762239889;11.414526582278448;39.3;4.8;22.2;-8.0;67.2582540004051;61.21664050235479;64.2663662599362;-392.0800766283525;5.797842054607174;2.5619240506328973;2008;9
1720;200809;TO;1150;0.0623866015352407;976.3555887521976;996.1;926.5;1655.6850796880317;28.50874040474528;14.242951849267316;40.4;14.9;24.7;-1.0;51.005059316120025;43.82135380321005;47.348114525139664;93.09340277777778;4.584228890439632;1.828262386601536;2008;9
1721;200810;AC;1150;0.1795698924731182;987.6556451612902;998.0;978.2;1431.2090123456796;25.703763440860214;21.417338709677413;38.0;19.0;26.7;13.9;82.54502688172043;76.46639784946237;79.5524193548387;180.8111559139785;3.627688172043011;1.3668010752688151;2008;10
1722;200810;AL;1150;0.0589157706093189;1001.4828181003584;1016.8;978.1;1402.039020878329;25.075156810035875;19.950515232974876;37.4;17.9;24.2;11.8;78.22715053763442;72.44825268817205;75.40501792114695;122.72916666666669;6.05396505376343;2.7893369175627147;2008;10
1723;200810;AM;1150;0.1938112025068556;1004.0779964747354;1013.6;986.5;1449.808404274587;26.847228750489617;22.889326282804674;36.9;20.2;28.8;13.3;83.28724029792238;77.64719717757743;80.55238934586761;-697.2923835125448;3.256551588858384;1.052767166225892;2008;10
1724;200810;AP;1150;0.0075268817204301;1009.5305107526896;1013.6;1005.2;1628.1809523809518;26.96881720430108;21.845295698924723;36.0;20.7;25.7;15.9;80.06182795698925;73.81854838709677;76.88306451612904;120.04301075268818;3.307795698924732;1.1610215053763453;2008;10
1725;200810;BA;1150;0.025772631249511;968.77791758534;1041.3;870.9;2262.7715378139524;25.56126739146976;15.60904286324945;41.0;12.8;26.7;-4.6;62.4833832160765;56.93361060364597;59.811103324768354;-59.632803166069294;6.713559257568797;3.086641061718064;2008;10
1726;200810;CE;1150;0.000528767468211;981.4787172379048;1024.4;913.1;1867.2373262279857;28.14174745058546;16.72894372403372;38.8;17.4;26.8;2.8;56.619203629032256;51.099798387096776;53.86000251794032;-1022.9893593189964;8.094819763045189;3.677798765898496;2008;10
1727;200810;DF;1150;0.0284870848708487;892.8683394833937;904.4;881.8;2409.990405405403;23.922066420664223;11.710553505535067;37.1;12.6;19.5;0.2;54.12250922509225;47.55719557195572;50.7830258302583;-473.09027777777777;5.940147601476023;2.680811808118078;2008;10
1728;200810;ES;1150;0.1450268817204303;996.1344926075244;1024.8;902.1;844.4187099073389;23.556686827957;18.855594758064548;39.6;10.9;24.1;8.1;79.65692204301075;74.63340053763442;77.21706989247312;144.2368951612903;6.015557795698912;2.77127016129032;2008;10
1729;200810;GO;1150;0.1083362206361309;930.6233725432932;981.1;871.8;1583.1057369814698;26.04945982685844;14.527762609570324;41.4;-8.7;28.4;-4.4;57.95413737907997;51.577841185886285;54.75866147210241;-659.1288978494624;5.345341098169736;2.1780595980595967;2008;10
1730;200810;MA;1150;0.0271609681137149;993.197483672684;1012.2;973.2;1674.6809752625006;28.6455724164426;18.89167306953512;39.1;17.8;26.4;1.6;62.86333077218594;56.80925854782943;59.85699193238571;133.0225614439324;5.209451541638653;2.0003265462927438;2008;10
1731;200810;MG;1150;0.0673298866781555;931.561244418913;1001.2;843.8;1476.684562806763;23.888970991409558;14.103921773414331;41.3;7.8;24.5;-4.9;62.735899310632966;56.6915524219872;59.76758225962418;-169.37073511166253;5.895965441356202;2.558876314738367;2008;10
1732;200810;MS;1150;0.1552281993949762;969.543272392478;1014.6;915.4;1468.5747141341467;25.47760031678977;18.19047650475184;41.5;11.7;26.2;1.7;70.81384909895043;64.53706515281537;67.68222016895459;-1026.1205400782014;5.54579381015029;2.312164591977866;2008;10
1733;200810;MT;1150;0.1258898530193023;966.6939436869123;1002.4;909.5;2492.7714688562683;26.37042240995994;19.204865630672483;44.8;14.9;44.7;3.1;71.68779623477297;65.00305647840531;68.37143616079334;-655.6122731854839;4.667158818834859;1.9624136709757196;2008;10
1734;200810;PA;1150;0.067546473676742;994.7993756208244;1014.4;928.2;1571.9154006864724;27.34716191287053;21.475342855112658;39.2;18.3;26.4;6.0;75.2101335986356;69.55336839113133;72.43519044911882;-434.6921335597057;4.959220889803443;1.920540655598134;2008;10
1735;200810;PB;1150;0.0212100840336134;974.0135126050402;1012.3;941.1;1700.9325595238097;25.494487394958018;18.45813445378152;38.0;15.3;28.8;2.4;71.05983193277311;65.77495798319327;68.45176470588235;-1134.7872983870968;7.915783410138268;3.725211213517656;2008;10
1736;200810;PE;1150;0.0134850640113798;961.4293456614504;999.0;919.1;1724.668967306695;25.261493598862053;16.240697012802336;37.6;16.5;23.6;1.1;64.93148148148148;59.24031339031339;62.13840682788051;-952.869537601626;8.027207977207995;3.9385206258890335;2008;10
1737;200810;PI;1150;0.0083369144821658;984.4850021486908;1008.7;948.7;3333.8357566765576;29.64887193811771;14.947324881822112;40.8;17.0;25.2;0.1;47.82509669101848;42.689192092823376;45.23006662368365;-239.23531844499587;6.747711645896012;2.874570262140101;2008;10
1738;200810;PR;1150;0.2914516672280212;948.8393735264376;1029.3;873.0;1274.6854789719623;21.1834624452677;16.417146129488646;37.8;5.3;24.7;2.9;79.36426163182738;73.99420094403237;76.7202048103483;-363.8677035330261;5.942278890912773;2.7198989558773863;2008;10
1739;200810;RJ;1150;0.165173489994494;988.0755645309332;1028.6;821.9;726.3684271072999;21.94722783183394;18.3929135303836;38.1;6.2;25.1;2.4;84.1913897558289;79.550302919038;81.95933541398935;-768.5648745519713;5.856443349753714;2.749339901477817;2008;10
1740;200810;RN;1150;0.0105383734249713;1004.9046048109972;1015.5;987.8;5326.216508460579;27.73266895761736;18.80676691729322;38.7;19.8;29.5;-5.5;63.86759402369913;58.730809399477806;61.283640134819805;-1697.0839093701998;9.59104757440824;5.346099789177787;2008;10
1741;200810;RO;1150;0.2324342779105495;982.504643222944;1006.1;939.5;1437.1123730964498;26.354865141686584;20.71447593035166;38.0;18.3;25.0;8.7;77.05974735404575;70.67497439399112;73.88323659952202;14.593077956989248;4.118510928961746;1.58456811198361;2008;10
1742;200810;RS;1150;0.327069407659642;976.3298440324604;1032.7;869.2;1249.1132774687546;17.812237776937106;13.59171833480957;34.0;1.5;27.7;-5.8;81.00380800566774;76.00925720866368;78.54867139061116;-181.36783154121864;7.337909568874845;3.718278891831662;2008;10
1743;200810;SC;1150;0.4314241750726597;950.468490340224;1031.3;811.6;943.699404131354;17.648657890237693;14.601367755171864;32.4;0.4;25.0;-18.2;86.03633410276139;81.53706078481662;83.85194050265002;-1132.594758064516;6.530720411663826;3.2301975540921823;2008;10
1744;200810;SE;1150;0.0281182795698925;995.2405376344088;1018.8;967.9;1671.1412289395444;24.9458064516129;20.22919354838713;34.7;16.8;26.6;12.3;79.6741935483871;74.0016129032258;76.89112903225806;101.60698924731184;6.99043010752688;3.273924731182807;2008;10
1745;200810;SP;1150;0.1580244498777493;947.3339524026997;1028.7;830.6;1179.0772861842056;22.85331540342309;16.37004400978;39.3;7.9;24.1;1.7;73.62046866591653;67.85460593904408;70.76885085574573;-630.4072580645161;5.66687424668542;2.4268781050835466;2008;10
1746;200810;TO;1150;0.0905596763317599;975.6201350210974;994.0;926.2;1693.6151706700407;28.49069453809845;16.527056641941996;41.3;17.3;25.1;-0.1;57.70465273095078;50.77764666217127;54.19554956169926;126.99949596774194;4.709861766689132;1.894925826028324;2008;10
1747;200811;AC;1150;0.3116828929068147;985.8948539638402;994.1;977.0;1353.0390862944164;25.52148817802503;22.49840055632822;35.5;20.5;28.2;19.0;86.81571627260084;82.27329624478442;84.5904033379694;158.27569444444444;3.3027816411683;1.225730180806675;2008;11
1748;200811;AL;1150;0.0071775874044917;998.7047696225972;1015.7;975.5;1555.006788793104;26.4337809678166;19.60940032414914;38.7;18.9;24.1;10.5;71.88840009261403;66.35332252836305;69.17341977309563;100.00925925925924;7.023107200740896;3.328733503125724;2008;11
1749;200811;AM;1150;0.2658342077649542;1002.8586568730324;1012.3;984.6;1286.2796074766338;26.716558237145883;23.355666316894013;35.6;20.7;29.3;15.7;85.44960016835017;80.41245791245791;83.03735571878279;-1028.935462962963;3.039738589648976;0.9796578146321108;2008;11
1750;200811;AP;1150;0.0283727399165507;1008.2909596662035;1013.4;1002.9;1527.6994708994712;26.69040333796941;21.81627260083448;35.8;20.3;27.0;16.9;80.97635605006954;74.31571627260084;77.68289290681503;85.40555555555555;3.3166898470097355;1.1772980501392742;2008;11
1751;200811;BA;1150;0.1431815193091649;966.6546495297353;1037.6;868.8;1661.5157749289967;25.893216155253867;17.353181759351056;41.5;14.8;29.1;-2.7;67.10740948517672;61.82660855305744;64.57831325301204;-1004.3340663580246;6.154061332638335;2.777137893593927;2008;11
1752;200811;CE;1150;0.0042541042112776;976.603997144895;1016.6;911.4;1874.1429347826088;28.034546752319784;16.841670235546;38.6;18.1;23.6;2.0;57.81056388294076;52.22469664525339;55.04625267665953;-1830.607523148148;7.817102069950064;3.635960028551032;2008;11
1753;200811;DF;1150;0.3654166666666661;891.5420833333341;902.5;880.3;1260.5303506650532;21.588125000000023;16.46229166666666;34.0;14.3;21.5;2.8;79.03611111111111;72.9173611111111;76.075;161.3486111111111;5.004097222222232;2.1472916666666646;2008;11
1754;200811;ES;1150;0.6780479333101737;992.9595866620332;1020.8;899.1;615.7799264705895;22.95012156998962;19.930913511636053;37.7;13.2;25.3;8.0;86.37582493921501;82.14449461618618;84.34022229940952;141.2859375;5.177094195342372;2.2734977422716183;2008;11
1755;200811;GO;1150;0.28963505726684;929.0881309786636;977.2;869.8;1362.4558342555029;24.109043704024163;18.28106297779393;41.3;-6.9;26.4;-10.0;76.31544154631027;69.5560586459681;73.01005819383576;-578.0249305555556;4.77120694563054;1.848676721684684;2008;11
1756;200811;MA;1150;0.109678747940692;992.23118822076;1012.2;971.6;1457.2506486387745;28.00202841845136;20.78869439868193;38.7;18.9;25.7;5.4;70.64116556836903;64.97219934102142;67.83422570016475;-487.9529320987654;4.898063452822393;1.8795180722891665;2008;11
1757;200811;MG;1150;0.2976175040518666;929.2472690437592;998.2;841.2;1075.1896447496126;22.51824198384613;17.112272076501313;40.7;7.5;24.0;0.2;77.93130369009671;72.07815116970123;75.09841690079965;-165.78530982905983;5.149330896823131;2.1327190082644685;2008;11
1758;200811;MS;1150;0.2165504988383212;967.7170220035504;1006.4;914.5;1640.860545583377;25.78826021593552;18.7227142271423;38.3;13.8;27.6;4.6;71.60400437337707;64.73766570999044;68.1810168101681;-1081.2885101010102;4.878793760333553;1.936450546290969;2008;11
1759;200811;MT;1150;0.2310119101736509;965.2121920174568;997.8;908.0;2438.2527989176388;25.68338942963716;21.16086758821395;42.4;17.3;42.3;11.8;81.08022023024071;74.84693088228603;78.04042379046926;-584.6638020833333;4.122098793535218;1.6837894354032137;2008;11
1760;200811;PA;1150;0.183068546281793;993.6250093234864;1013.2;926.1;1393.3702989831563;27.138121876631622;22.06774651041286;37.5;18.3;28.1;15.4;78.0261291526689;72.67226577081;75.41725759498395;-604.646418128655;4.6778225505559625;1.7770143240823522;2008;11
1761;200811;PB;1150;0.0055237102657634;972.163655316192;1011.3;938.8;1831.2962546816495;26.225221469515308;18.55205836373113;38.1;16.4;30.9;3.4;69.37953795379538;63.69232105628909;66.585026923745;-974.2875;7.654036179731591;3.619957206769121;2008;11
1762;200811;PE;1150;0.0012625538020086;958.9530559540874;998.0;916.8;1856.0834595959643;27.00546628407453;15.604748923959844;38.9;14.6;23.9;-1.2;57.96091158228761;52.19097071974614;55.13027259684362;-1102.1218434343434;7.484124693317961;3.612629161882902;2008;11
1763;200811;PI;1150;0.078825484764543;980.9551468144092;1007.5;946.8;2933.204569486409;29.20662603878101;17.330947368421075;40.9;18.4;25.5;1.1;56.33259448077136;50.43267206029037;53.377396121883656;-200.1898504273504;5.387565111382043;2.1529196675900297;2008;11
1764;200811;PR;1150;0.1828540125992876;947.3887428101912;1020.6;873.3;1581.8486549435136;21.76652287044641;16.13136192109787;35.1;9.6;24.4;4.1;76.18849138227014;70.10979880519123;73.17337907375644;-207.89940476190475;5.994055536510122;2.728047110380708;2008;11
1765;200811;RJ;1150;0.4016474791583898;984.4032949583212;1022.5;819.6;729.6909471066889;21.71099642715356;19.007903097696627;35.1;4.6;26.2;4.6;87.69886814932487;83.27422557585385;85.60246227164416;-1207.6672222222223;5.436074866310171;2.4374091492090617;2008;11
1766;200811;RN;1150;0.00508658008658;1002.4093614718612;1014.3;985.4;6104.4121301775;28.091991341991285;19.334195760598497;38.3;21.0;32.3;1.1;64.28504233301976;59.202953188815584;61.974438902743145;-2584.4232142857145;8.916152597402585;4.840070346320342;2008;11
1767;200811;RO;1150;0.3884139879901101;980.8507947721658;1004.3;938.8;1257.5518125000024;25.83970328505835;22.000671140939563;36.7;18.3;26.8;15.0;83.78692579505301;78.07773851590106;80.99010950194278;-9.606597222222222;3.774513962530921;1.4569410102437332;2008;11
1768;200811;RS;1150;0.1224944320712694;973.978734795274;1024.8;870.2;1700.02919474991;20.74213637142371;14.777094845547554;38.1;6.8;24.7;-1.3;74.75146992311171;68.75884725180117;71.84296584835583;-56.96161616161616;7.655263270639604;3.848113247954777;2008;11
1769;200811;SC;1150;0.3809314724792157;944.8133683550298;1024.4;813.5;1171.6143158387963;18.888387956719413;15.335212482358516;32.7;3.4;23.7;3.4;84.06288223302494;78.95718990120747;81.57613297788929;-24.386188271604937;6.5026429299663056;3.141383095499444;2008;11
1770;200811;SE;1150;0.0038910505836575;992.3070038910488;1017.4;965.4;1861.841988950279;26.298221234018875;20.18471372984996;35.9;18.4;26.4;10.7;74.36742634797109;69.01862145636464;71.75486381322958;73.52194444444444;8.090633685380732;3.9683713173985473;2008;11
1771;200811;SP;1150;0.1376016260162594;946.031538704914;1020.3;830.4;1364.3289662569075;22.83962398373988;16.929095528455306;35.7;10.9;24.4;5.1;75.19747877802064;69.04757789864281;72.14542682926829;-769.701101532567;5.829609527322615;2.4760122150265844;2008;11
1772;200811;TO;1150;0.3185975058738488;974.620169889752;992.9;923.7;1254.8036220472427;26.14429784926802;20.73620097596238;40.2;18.8;25.7;3.0;77.98914420119414;71.87172064411072;75.0392192300741;-232.6730902777778;4.0456470588235005;1.5807879992770688;2008;11
1773;200812;AC;1150;0.5372311827956994;986.0073252688186;994.1;977.7;1151.1562653562664;24.93797043010747;22.59206989247309;32.8;20.7;28.3;16.8;89.10282258064517;85.78427419354838;87.46505376344086;172.26612903225808;3.126008064516129;1.110483870967742;2008;12
1774;200812;AL;1150;0.0250056016132646;997.888819179922;1014.6;973.9;1544.9468906361678;26.997669728882;19.96576293972666;39.7;19.3;24.6;7.5;71.05265516468744;65.59870042572261;68.39614609007394;104.48163082437276;6.622585704682969;3.0847636119202244;2008;12
1775;200812;AM;1150;0.4218714536263274;1003.3676570721108;1012.9;985.8;1198.9484292718344;26.20676777055607;23.248437016403543;34.9;20.5;28.8;18.1;86.85925695953638;82.27310359101729;84.67182502837099;-1168.0859318996415;3.1909156976744075;1.028910441601334;2008;12
1776;200812;AP;1150;0.3806451612903225;1008.437096774194;1012.5;1004.3;1097.508270676693;25.282661290322554;22.986021505376332;34.0;21.4;26.4;19.4;90.68951612903226;85.53897849462365;88.23521505376344;110.26344086021506;2.869758064516126;0.9315363881401598;2008;12
1777;200812;BA;1150;0.1786780207515174;966.6441622066692;1038.6;867.7;2189.9893704182805;24.989271305063784;19.696310864524715;36.4;10.7;27.6;5.7;77.50327176343907;71.8602252961153;74.74561112951308;-840.0665322580645;5.279455906065266;2.329417114510128;2008;12
1778;200812;CE;1150;0.0314489311163895;978.3488836104516;1014.4;911.5;1688.7623745462324;28.18650831353927;17.930391923990463;38.5;18.4;24.7;0.4;60.33587150505652;54.72587745389649;57.56377672209026;-1001.10983884648;7.143117192147516;3.233792775665392;2008;12
1779;200812;DF;1150;0.3235215053763436;891.2174059139793;903.9;878.9;1172.3373271889393;21.128830645161308;17.58340053763441;31.5;14.8;20.7;11.4;84.42674731182795;78.94959677419355;81.7627688172043;202.2325268817204;4.858602150537638;2.098051075268817;2008;12
1780;200812;ES;1150;0.3447914907985832;991.5971635995288;1020.6;894.2;822.5662973760934;23.72650683775111;20.40271821711977;34.9;13.2;25.0;9.5;85.21813270302212;80.50498058416343;82.96893466148912;98.70766129032258;4.973522458628828;2.199544149924024;2008;12
1781;200812;GO;1150;0.3223805646036878;929.5256921824104;980.3;869.1;1360.785058411209;23.534800624957487;19.174437877861557;35.9;1.5;26.3;5.9;81.76516899687797;75.16193837382924;78.54675624321389;-413.1816532258064;4.835530513882312;1.8662232779097268;2008;12
1782;200812;MA;1150;0.1512272647006891;994.1698569662756;1013.3;971.7;1388.5979429640056;27.09931131908899;21.810162458061143;37.8;20.5;26.7;13.7;77.33863275039745;72.00167814873697;74.69962917181705;-335.79872311827955;4.800344644750838;1.8764217590957268;2008;12
1783;200812;MG;1150;0.4331771272114696;928.4500710825552;998.1;838.4;1039.187941946749;22.24773977832198;18.19330716957292;35.8;7.3;25.4;-1.9;82.6410735921614;76.88016017281804;79.8440710109045;-275.05557278742765;4.708645998868735;1.9401384451544024;2008;12
1784;200812;MS;1150;0.1449891425939335;966.7266960584304;1006.2;912.2;1668.528687534319;26.319602553135496;18.41876686188067;40.7;10.5;27.1;2.1;69.13936961242351;62.10574455484635;65.66381522668948;-1020.4065249266862;4.835935789857745;1.9119007661437464;2008;12
1785;200812;MT;1150;0.3267461513864101;965.1130967064062;998.6;905.8;2381.060295351588;24.910406102964725;21.21673529820013;37.1;12.7;33.7;6.7;84.51168602767622;78.84514277780349;81.74914375636398;-940.2073672715054;4.11404864222367;1.68128911424787;2008;12
1786;200812;PA;1150;0.2537005430566319;994.6003413498828;1013.5;926.8;1288.7623325453103;26.566136539953494;22.3811847233049;35.9;16.8;29.3;15.1;81.53796332422942;76.46203075001951;79.07396726422448;-1291.1225240520655;4.247955621072259;1.5848642358417382;2008;12
1787;200812;PB;1150;0.0361680672268907;971.5622352941168;1010.2;938.7;1775.0154179566612;26.44979831932768;18.43527731092441;39.0;17.9;24.4;4.8;68.06439139206456;62.044889038332215;65.08470588235294;108.57426075268818;7.042014122394093;3.2856302521008414;2008;12
1788;200812;PE;1150;0.0328434677093164;960.554469462047;1013.3;916.4;1752.6581367643546;26.7679520021572;17.090287333063557;38.0;16.3;26.1;2.1;62.4398317731651;56.49301315967983;59.51517604208822;-822.6080156402737;6.624372370742313;3.14952111156077;2008;12
1789;200812;PI;1150;0.1671080734728752;980.6934750106772;1007.3;947.1;2219.1122886747844;27.267631354122244;20.13959580838324;39.3;18.3;25.4;6.1;71.31242641549824;65.3670127368083;68.37489307100086;-622.9717297084318;4.458674505611977;1.737174284493818;2008;12
1790;200812;PR;1150;0.1152716794731069;945.7521885290896;1020.3;872.7;1758.632328767124;23.001577936333614;15.764225271990291;38.4;3.4;27.4;1.6;70.73507860852244;63.767873657252615;67.28635426295953;-532.5261776753712;5.555053866739875;2.448257409440175;2008;12
