state;month_x;number;id;code;precipitation;pressure;max_preasure;min_preasure;radiation;temperature;dew_point;max_temperature;min_temperature;max_dew_point;min_dew_point;max_humidity;min_humidity;humidity;wind_direction;wind_gust;wind_speed;year;month_y
Acre;Janeiro;0.0;AC200901;AC;0.3068640646029605;987.4386944818302;995.5;978.6;1086.1530712530712;24.91588156123821;22.64057873485867;33.5;20.2;27.9;17.1;89.39838492597578;86.09690444145356;87.81157469717363;171.40255376344086;3.085800807537011;1.1216689098250343;2009;1
Acre;Janeiro;1.0;AC201001;AC;0.3245045915901412;986.4160705654904;996.8;976.6;1259.0781196581192;25.63844852585786;22.957950700821684;35.1;21.2;28.6;17.6;88.23747276688454;83.85959816025175;86.1164813919768;-598.3093637992831;3.535301263362486;1.3387503027367385;2010;1
Acre;Janeiro;0.0;AC201101;AC;0.2378731343283566;982.884571428572;990.2;977.1;1272.9385714285715;24.98782649253728;22.376212686567143;33.2;20.5;28.2;17.3;87.54524253731343;84.52192164179104;86.04757462686567;-5110.4220430107525;3.7164876226062726;1.4257929104477651;2011;1
Acre;Janeiro;0.0;AC201201;AC;0.3510752688172039;985.7419623655952;997.6;977.3;965.0697817836808;24.73325268817207;17.838484848484878;37.2;19.0;29.5;-5.2;73.99393530997304;70.49629380053908;87.0931899641577;-1516.8577508960573;3.457324324324313;1.26081226465842;2012;1
Acre;Janeiro;0.0;AC201301;AC;0.5779005524861891;992.5055428832152;1022.9;977.1;1204.6050068274903;25.305953467153333;22.69678132678132;36.2;21.1;27.4;18.6;88.37669376693766;82.99236265089924;85.77911547911548;6.324148745519714;3.3513142857142744;1.290668491900523;2013;1
Acre;Janeiro;0.0;AC201401;AC;0.4115591397849467;987.7145609318976;997.1;978.6;1169.14165424739;25.0143922773146;22.56007905138344;33.5;21.0;26.5;18.8;89.11389621811786;84.89313984168865;87.03162055335969;-4809.5024641577065;3.859040915090191;1.6375549692172409;2014;1
Acre;Janeiro;1.0;AC201501;AC;0.3964468371467065;988.2785505945726;998.0;979.1;1765.0803795202348;24.55916535786399;22.315131933225604;33.7;20.2;26.2;18.6;90.53326151360086;85.77942364664692;88.26952073236403;-1529.6810035842293;3.153636853448273;1.1734842360549746;2015;1
Acre;Janeiro;12.0;AC201601;AC;0.3039426523297499;986.2282450076796;996.3;976.9;1200.5026576019766;26.362173579109083;23.465406131125565;37.6;20.9;29.7;-10.0;87.71012544802868;82.99932795698925;85.41509856630825;-1269.5238095238096;3.242950157162088;1.1639587073608573;2016;1
Acre;Janeiro;0.0;AC201701;AC;0.4848076160253877;987.5710829153152;997.2;978.6;1128.071878224973;24.796164060194737;22.2911904761905;33.7;20.7;27.6;-9.9;88.9353974397142;84.96626865671642;87.16631892697467;-3430.162634408602;3.184276354973198;1.0243757431629017;2017;1
Acre;Fevereiro;2.0;AC200902;AC;0.3236390753169274;986.7386278896346;994.4;978.2;940.684153005464;24.61789709172261;22.649739000745708;33.3;20.3;28.7;18.3;90.79194630872485;87.66815809097689;89.30499627143922;138.5766369047619;3.0085011185682307;1.1243847874720372;2009;2
Acre;Fevereiro;0.0;AC201002;AC;0.2948831332912197;985.3422770700638;994.4;978.7;1235.0674272675403;25.88224889450409;23.40397978521787;34.7;21.2;29.4;17.6;88.71970895286302;85.08921227459665;86.97283638660771;-2016.3318452380952;3.194483195941658;1.167699115044248;2010;2
Acre;Fevereiro;0.0;AC201102;AC;0.201240951396067;984.2246434231386;989.8;978.5;1180.15685185185;24.635418821096188;22.311892450878982;32.6;20.8;28.5;18.1;88.76577042399173;86.04239917269906;87.44002068252327;-5117.915922619048;3.3884974093264297;1.2609100310237846;2011;2
